prepro,encoding
youtu be seovutupra pratik my humble request please please listen this i know you understand gujarati ry well you will definitely lo it,0
she tells her name as randi gandwa as her father jugaad as mother,0
but arjun reddy is masterpiece,0
arnubs incomes coming from hindu muslim bjp congress party agenda whener i turn on his channel i can hear screams hindu muslim bjp congress etc what about poor people example did he debate regard rapists common guys,0
seems like arundhuti s mother lied to about her father also i mean whom she thinks her father,1
lo u bro carry on,0
bro u ar great,0
no you are not he los turly so he kissed her infro of family members in her home what is respectable man to lo a women he accepted his ban coz he knew if he will not so the drinking habbit will coinue so it was a cler desion she slapped so right reason lefting her in someone else arms for night pleasure he could not get any information how she is where is she one of the looser act it was she can t talk her family for own marriage again here kabir is moron didn t send their family to cony if his family not agreed with this relationship so they both lea their home got court marriage simple feminists absolutely right,1
open bob and vagane,2
lion king fan hit like,0
youtu be c lryevxeva is review ka rply do plzz must needed,0
load of crap it isn t directors responsibility to teach anyone the moral values it isn t any moral science lecture the idiots who gets inspired from kabir singh is not directors responsibility and whats your fucking problem with lo at first sight anything sounds bullshit in a sarcastic sound and how stupid are you asking about heroine s backstory when the movie is about protagonists self destruction and why the fucking are you comparing the movie with reality not just bollywood anything on silr screen will be absolutely fucking differe from reality sucker stay in your reality fucker better dont watch movies for inspiration as a stupid,2
dass this cororsy is not en needed it s a story about a fictional character and let s just simply appreciate the hardwork they ha put io it the character undergoes a proper delopme and it is shaped well and has been put wonderfully by shahid kapoor it s a journey of a man dealing with consequences of lost lo it does not actually promote anything it s simply a story and its better to see a fiction as a fiction i personally lo both his and sucharita s review but like i lod sucharita s review on mard ko dard nahi hota and i hated his review about kedarnath there s always a difference in perspecti this movie doesn t deser the cororsy it has been thrown io,0
kasturi is another arundati roy both idiots,0
singh not all illiterates ha ethics it depends on a individuals sanskar and genetics and what he she has been exposed to since they were a child for ex an abusi father who would lay hands on his wife,0
he is much more mature than any critic but sometime he disappois,0
